Customer ID,Total_Revenue,Total_Orders,Total_Items,First_Purchase,Last_Purchase,Avg_Order_Value
12383.0,1850.56,5,1532,2010-12-22 14:28:00,2011-06-08 08:02:00,370.11199999999997
12384.0,585.27,2,126,2011-08-10 11:23:00,2011-11-11 08:39:00,292.635
12385.0,1938.4,1,612,2010-11-25 15:14:00,2010-11-25 15:14:00,1938.4
12386.0,401.9,2,354,2010-12-08 09:53:00,2011-01-06 12:37:00,200.95
12387.0,143.94,1,134,2010-10-20 16:27:00,2010-10-20 16:27:00,143.94
12388.0,3901.11,8,2001,2010-05-06 12:54:00,2011-11-24 12:30:00,487.63875
12389.0,1433.33,3,614,2010-02-22 10:15:00,2010-11-02 11:52:00,477.77666666666664
12390.0,549.84,1,353,2011-09-21 09:33:00,2011-09-21 09:33:00,549.84
12391.0,2724.84,6,1204,2010-02-15 10:12:00,2011-11-18 12:07:00,454.14000000000004
12392.0,234.75000000000003,1,73,2010-04-27 14:04:00,2010-04-27 14:04:00,234.75000000000003
12393.0,2399.45,6,1311,2010-10-07 13:49:00,2011-09-28 15:41:00,399.9083333333333
12394.0,1272.48,2,819,2011-05-06 14:01:00,2011-10-07 08:08:00,636.24
12395.0,4721.17,15,3205,2010-04-16 10:16:00,2011-11-20 15:21:00,314.74466666666666
12396.0,931.4300000000001,1,591,2010-02-03 13:22:00,2010-02-03 13:22:00,931.4300000000001
12397.0,2409.9,2,1263,2011-07-27 14:21:00,2011-11-04 09:52:00,1204.95
12398.0,1635.6599999999999,1,1394,2011-10-25 10:27:00,2011-10-25 10:27:00,1635.6599999999999
12399.0,1962.3,7,2198,2010-03-05 08:45:00,2011-08-12 13:15:00,280.3285714285714
12400.0,205.25,1,91,2010-10-21 13:45:00,2010-10-21 13:45:00,205.25
12401.0,84.3,1,11,2011-02-09 13:50:00,2011-02-09 13:50:00,84.3
12402.0,1256.9,6,584,2010-02-07 12:41:00,2011-01-20 13:49:00,209.48333333333335
12403.0,1019.36,2,260,2010-07-06 11:39:00,2011-10-21 10:51:00,509.68
12404.0,63.24,1,1,2010-01-26 16:25:00,2010-01-26 16:25:00,63.24
12405.0,1710.39,1,857,2011-07-14 08:52:00,2011-07-14 08:52:00,1710.39
12406.0,6390.36,5,3416,2010-01-11 14:04:00,2011-11-17 19:22:00,1278.072
12407.0,1708.12,5,1416,2011-03-20 13:21:00,2011-10-21 10:11:00,341.62399999999997
12408.0,4340.77,8,2229,2010-07-29 13:27:00,2011-11-07 12:27:00,542.59625
12409.0,23419.29,7,13143,2010-05-23 15:21:00,2011-09-22 10:38:00,3345.612857142857
12410.0,1013.71,3,341,2010-07-25 13:26:00,2011-02-04 10:39:00,337.90333333333336
12411.0,346.9,1,138,2010-10-26 09:25:00,2010-10-26 09:25:00,346.9
12412.0,2596.93,6,1997,2010-06-18 13:22:00,2011-09-26 10:16:00,432.82166666666666
12413.0,999.45,4,319,2010-11-02 13:26:00,2011-10-04 09:00:00,249.8625
12414.0,952.4100000000001,6,495,2010-09-02 12:22:00,2011-05-06 14:51:00,158.735
12415.0,144458.37,28,91447,2010-06-30 08:30:00,2011-11-15 14:22:00,5159.2275
12416.0,202.56,1,132,2010-02-21 10:19:00,2010-02-21 10:19:00,202.56
12417.0,6797.41,20,2884,2009-12-06 10:30:00,2011-12-06 14:52:00,339.8705
12418.0,2021.2,4,1088,2010-03-19 14:47:00,2011-08-19 11:08:00,505.3
12419.0,503.01,2,231,2010-10-22 10:40:00,2010-11-19 10:04:00,251.505
12420.0,600.39,1,345,2011-10-07 08:55:00,2011-10-07 08:55:00,600.39
12421.0,1098.6,6,652,2010-07-22 13:57:00,2011-11-24 09:07:00,183.1
12422.0,5231.8,17,2596,2009-12-18 12:44:00,2011-09-05 09:48:00,307.7529411764706
12423.0,2622.39,10,1793,2010-08-31 09:31:00,2011-12-09 10:10:00,262.239
12424.0,3340.0299999999997,4,2025,2010-06-09 15:15:00,2011-06-30 12:06:00,835.0074999999999
12425.0,1741.41,2,1147,2010-09-17 14:10:00,2011-09-22 17:31:00,870.705
12426.0,1345.21,2,584,2010-02-15 08:41:00,2011-05-29 12:26:00,672.605
12427.0,825.8000000000001,3,533,2010-12-03 10:44:00,2011-11-18 08:56:00,275.2666666666667
12428.0,7956.46,9,3536,2011-03-01 09:33:00,2011-11-14 08:22:00,884.0511111111111
12429.0,6204.41,8,2890,2010-06-11 13:28:00,2011-11-30 17:22:00,775.55125
12430.0,256.4,1,117,2011-10-27 15:09:00,2011-10-27 15:09:00,256.4
12431.0,10432.220000000001,27,4600,2010-01-15 09:04:00,2011-11-04 11:55:00,386.37851851851855
12432.0,5059.32,5,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,1011.8639999999999
12433.0,16794.14,10,13534,2010-08-20 09:23:00,2011-12-09 10:02:00,1679.414
12434.0,1103.43,3,532,2010-11-23 13:38:00,2011-09-16 12:38:00,367.81
12435.0,13925.93,6,4958,2009-12-02 13:58:00,2011-09-21 09:06:00,2320.9883333333332
12436.0,509.01,1,211,2011-09-01 12:09:00,2011-09-01 12:09:00,509.01
12437.0,12683.4,39,8000,2009-12-02 16:24:00,2011-12-08 11:35:00,325.2153846153846
12438.0,2906.85,2,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,1453.425
12439.0,1142.88,2,478,2009-12-14 08:40:00,2010-01-26 12:11:00,571.44
12440.0,859.2,2,331,2009-12-22 12:03:00,2010-09-03 13:11:00,429.6
12441.0,173.55,1,121,2010-12-08 10:45:00,2010-12-08 10:45:00,173.55
12442.0,172.06,1,182,2011-12-06 14:22:00,2011-12-06 14:22:00,172.06
12443.0,485.31,1,182,2009-12-07 15:42:00,2009-12-07 15:42:00,485.31
12444.0,5005.46,5,1153,2011-06-21 14:00:00,2011-11-18 13:23:00,1001.092
12445.0,434.98,2,206,2010-10-15 12:28:00,2011-11-17 18:43:00,217.49
12446.0,1002.3100000000001,1,351,2011-10-13 12:50:00,2011-10-13 12:50:00,1002.3100000000001
12447.0,476.49,1,190,2011-04-10 13:25:00,2011-04-10 13:25:00,476.49
12448.0,449.45,1,243,2011-10-26 13:46:00,2011-10-26 13:46:00,449.45
12449.0,4835.89,6,2282,2010-09-27 09:37:00,2011-11-17 13:46:00,805.9816666666667
12450.0,688.2,5,442,2010-08-22 13:11:00,2011-07-06 14:41:00,137.64000000000001
12451.0,12669.88,8,9359,2010-06-28 12:58:00,2011-11-29 08:40:00,1583.735
12452.0,430.57000000000005,2,185,2011-11-23 08:05:00,2011-11-23 10:28:00,215.28500000000003
12453.0,707.09,1,473,2011-07-28 14:08:00,2011-07-28 14:08:00,707.09
12454.0,16679.78,5,7703,2010-10-14 17:33:00,2011-10-14 17:13:00,3335.9559999999997
12455.0,5879.95,10,3302,2009-12-18 12:33:00,2011-09-27 15:31:00,587.995
12456.0,3181.04,3,1633,2011-03-30 09:12:00,2011-10-26 14:41:00,1060.3466666666666
12457.0,2995.91,8,1094,2010-09-30 17:59:00,2011-10-04 13:13:00,374.48875
12458.0,1777.49,4,986,2010-08-09 10:33:00,2011-09-29 15:25:00,444.3725
12459.0,454.36,1,258,2010-04-13 14:53:00,2010-04-13 14:53:00,454.36
12460.0,326.65,1,170,2010-09-09 13:51:00,2010-09-09 13:51:00,326.65
12461.0,826.88,2,287,2011-07-08 10:23:00,2011-09-06 16:57:00,413.44
12462.0,1189.59,2,536,2011-02-09 14:44:00,2011-11-21 09:11:00,594.795
12463.0,1344.78,4,776,2011-04-12 12:47:00,2011-10-17 13:44:00,336.195
12464.0,1212.05,8,112,2011-02-03 13:30:00,2011-11-29 13:33:00,151.50625
12465.0,742.19,2,479,2011-06-23 13:37:00,2011-11-22 16:34:00,371.095
12466.0,56.73,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,56.73
12467.0,132.8,1,129,2010-10-12 15:41:00,2010-10-12 15:41:00,132.8
12468.0,3670.7400000000002,5,2201,2010-01-26 10:09:00,2011-06-05 11:36:00,734.148
12469.0,3070.54,2,2552,2010-06-21 10:30:00,2010-07-05 12:40:00,1535.27
12470.0,211.95,1,95,2010-01-19 11:01:00,2010-01-19 11:01:00,211.95
12471.0,39918.19,79,16858,2009-12-07 10:41:00,2011-12-07 15:43:00,505.2935443037975
12472.0,16249.29,19,10378,2009-12-14 10:49:00,2011-11-07 14:01:00,855.2257894736842
12473.0,3928.05,5,2414,2011-06-01 10:15:00,2011-11-10 13:46:00,785.61
12474.0,12372.75,31,7940,2010-02-11 09:41:00,2011-11-22 14:39:00,399.1209677419355
12475.0,1149.64,2,771,2010-10-26 08:49:00,2011-10-17 10:10:00,574.82
12476.0,14083.91,23,5631,2010-07-26 09:04:00,2011-11-24 12:40:00,612.3439130434782
12477.0,20276.37,9,6119,2010-03-26 14:01:00,2011-11-17 09:51:00,2252.93
12478.0,680.99,1,236,2011-12-06 09:56:00,2011-12-06 09:56:00,680.99
12479.0,527.2,1,385,2011-11-28 13:26:00,2011-11-28 13:26:00,527.2
12480.0,5464.85,7,2952,2010-07-20 13:21:00,2011-11-11 14:52:00,780.6928571428572
12481.0,12185.51,15,7158,2010-04-11 13:10:00,2011-11-17 08:29:00,812.3673333333334
12482.0,23691.4,29,27042,2010-02-24 10:24:00,2010-05-12 16:51:00,816.944827586207
12483.0,5097.18,19,2160,2010-01-31 13:28:00,2011-11-22 17:02:00,268.27263157894737
12484.0,6354.1,12,3266,2010-01-27 16:41:00,2011-11-07 11:37:00,529.5083333333333
12485.0,708.1,1,414,2010-06-28 15:22:00,2010-06-28 15:22:00,708.1
12486.0,1037.28,1,523,2010-10-04 12:14:00,2010-10-04 12:14:00,1037.28
12487.0,285.3,1,174,2009-12-09 11:36:00,2009-12-09 11:36:00,285.3
12488.0,1298.66,3,529,2011-09-25 10:34:00,2011-11-30 08:50:00,432.8866666666667
12489.0,334.93,1,105,2011-01-07 13:13:00,2011-01-07 13:13:00,334.93
12490.0,9823.64,21,5906,2009-12-01 12:52:00,2011-12-04 16:07:00,467.79238095238094
12491.0,460.40000000000003,1,260,2011-11-01 12:18:00,2011-11-01 12:18:00,460.40000000000003
12492.0,715.21,3,444,2010-11-01 14:58:00,2011-10-07 15:15:00,238.40333333333334
12493.0,433.74,2,207,2011-05-26 14:53:00,2011-06-27 10:17:00,216.87
12494.0,1815.27,9,979,2010-05-12 13:52:00,2011-11-24 09:34:00,201.69666666666666
12495.0,357.4,1,130,2010-03-09 10:53:00,2010-03-09 10:53:00,357.4
12496.0,45.34,2,30,2010-03-29 13:57:00,2010-03-29 14:06:00,22.67
12497.0,6248.5,3,5685,2010-03-05 09:39:00,2011-09-19 12:29:00,2082.8333333333335
12498.0,403.70000000000005,3,159,2011-10-13 09:30:00,2011-11-18 12:53:00,134.5666666666667
12499.0,393.72,1,302,2010-05-28 15:12:00,2010-05-28 15:12:00,393.72
12500.0,5955.21,19,3377,2010-02-04 15:05:00,2011-11-16 16:20:00,313.4321052631579
12501.0,2169.39,1,1783,2011-01-07 12:28:00,2011-01-07 12:28:00,2169.39
12502.0,3723.87,5,820,2011-02-03 10:41:00,2011-09-05 11:52:00,744.774
12503.0,1126.0,1,561,2010-05-04 13:59:00,2010-05-04 13:59:00,1126.0
12504.0,779.05,4,458,2010-04-22 10:24:00,2011-11-21 16:02:00,194.7625
12505.0,955.2,1,324,2010-10-27 09:18:00,2010-10-27 09:18:00,955.2
12506.0,73.5,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,73.5
12507.0,1844.06,4,1256,2010-05-04 09:23:00,2011-07-28 17:09:00,461.015
12508.0,397.88,2,271,2011-11-10 16:27:00,2011-11-13 15:37:00,198.94
12509.0,176.5,1,55,2011-02-28 14:45:00,2011-02-28 14:45:00,176.5
12510.0,5178.02,9,2049,2009-12-04 13:47:00,2011-07-20 10:15:00,575.3355555555556
12511.0,3084.02,1,1753,2010-10-07 10:39:00,2010-10-07 10:39:00,3084.02
12512.0,132.18,2,96,2011-10-04 14:53:00,2011-10-04 14:55:00,66.09
12513.0,612.29,1,462,2011-08-19 10:51:00,2011-08-19 10:51:00,612.29
12514.0,1597.76,2,840,2010-03-08 12:18:00,2011-03-17 16:38:00,798.88
12515.0,383.7,1,131,2010-12-21 15:43:00,2010-12-21 15:43:00,383.7
12516.0,2648.62,4,1952,2010-04-19 14:14:00,2011-09-23 09:13:00,662.155
12517.0,2481.6,5,1361,2011-06-02 15:13:00,2011-11-11 14:04:00,496.32
12518.0,2056.89,5,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,411.378
12519.0,716.54,2,387,2010-08-20 08:21:00,2011-10-07 09:26:00,358.27
12520.0,2634.26,5,1439,2011-03-11 11:35:00,2011-09-21 15:23:00,526.8520000000001
12521.0,599.68,1,309,2011-07-20 10:51:00,2011-07-20 10:51:00,599.68
12522.0,192.72,2,194,2011-10-19 14:41:00,2011-10-31 15:30:00,96.36
12523.0,4352.35,23,2263,2009-12-07 13:46:00,2011-11-20 12:55:00,189.2326086956522
12524.0,11126.11,17,7178,2010-02-08 14:41:00,2011-11-30 15:31:00,654.4770588235294
12525.0,973.73,3,509,2010-03-02 14:01:00,2010-07-29 16:08:00,324.57666666666665
12526.0,1316.66,3,632,2011-09-06 14:19:00,2011-12-09 12:09:00,438.8866666666667
12527.0,735.51,5,526,2010-06-28 15:37:00,2011-09-19 11:55:00,147.102
12528.0,1933.48,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00,322.24666666666667
12529.0,316.48,1,192,2010-06-29 13:10:00,2010-06-29 13:10:00,316.48
12530.0,3759.26,9,2713,2010-03-07 14:37:00,2011-10-11 12:34:00,417.6955555555556
12531.0,1933.2,2,1119,2010-01-22 14:17:00,2011-11-25 11:12:00,966.6
12532.0,349.83000000000004,1,153,2011-11-09 13:47:00,2011-11-09 13:47:00,349.83000000000004
12533.0,1367.89,2,704,2009-12-01 11:50:00,2010-03-22 10:56:00,683.945
12534.0,1089.18,1,651,2011-08-01 10:26:00,2011-08-01 10:26:00,1089.18
12535.0,716.35,2,219,2011-06-06 12:47:00,2011-09-09 08:48:00,358.175
12536.0,12601.830000000002,3,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,4200.610000000001
12537.0,732.94,1,449,2010-10-27 08:36:00,2010-10-27 08:36:00,732.94
12538.0,640.45,2,336,2010-11-26 13:02:00,2011-11-10 17:16:00,320.225
12539.0,11214.75,7,4535,2009-12-23 13:00:00,2011-11-17 13:30:00,1602.107142857143
12540.0,22254.49,33,11019,2009-12-07 16:56:00,2011-11-20 11:31:00,674.3784848484848
12541.0,981.18,3,680,2011-03-04 09:32:00,2011-11-10 10:40:00,327.06
12542.0,481.88,2,522,2010-03-09 16:26:00,2010-08-12 19:12:00,240.94
12543.0,980.25,1,688,2010-09-17 15:51:00,2010-09-17 15:51:00,980.25
12544.0,372.7,1,136,2011-11-03 16:15:00,2011-11-03 16:15:00,372.7
12545.0,1000.39,2,523,2011-03-25 12:04:00,2011-09-25 13:39:00,500.195
12546.0,1161.5,2,633,2011-09-23 09:44:00,2011-10-24 12:09:00,580.75
12547.0,383.58,3,309,2010-07-27 13:55:00,2011-05-26 12:38:00,127.86
12548.0,95.19999999999999,1,49,2011-06-26 15:35:00,2011-06-26 15:35:00,95.19999999999999
12549.0,1575.68,6,1366,2010-01-11 12:29:00,2010-05-13 12:05:00,262.61333333333334
12550.0,964.83,1,569,2011-09-21 14:35:00,2011-09-21 14:35:00,964.83
12551.0,168.0,1,100,2010-12-17 11:23:00,2010-12-17 11:23:00,168.0
12552.0,437.82,2,88,2011-10-31 12:11:00,2011-11-01 10:02:00,218.91
12553.0,4608.75,12,2325,2010-10-12 13:35:00,2011-12-01 16:38:00,384.0625
12554.0,468.5,1,240,2010-09-17 12:29:00,2010-09-17 12:29:00,468.5
12555.0,129.23,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,129.23
12556.0,599.56,2,355,2011-07-11 13:35:00,2011-10-20 13:06:00,299.78
12557.0,18096.14,8,6382,2009-12-17 10:39:00,2011-11-23 16:59:00,2262.0175
12558.0,269.96,1,196,2011-12-02 10:41:00,2011-12-02 10:41:00,269.96
12559.0,561.71,2,283,2011-01-24 10:12:00,2011-02-02 09:49:00,280.855
12560.0,2134.01,3,1110,2011-07-19 15:55:00,2011-12-04 13:54:00,711.3366666666667
12561.0,238.85,1,177,2011-02-10 11:39:00,2011-02-10 11:39:00,238.85
12562.0,4966.92,9,2327,2010-09-30 13:13:00,2011-12-01 17:20:00,551.88
12563.0,249.24,1,113,2010-10-27 09:52:00,2010-10-27 09:52:00,249.24
12564.0,456.90000000000003,1,133,2011-03-23 14:55:00,2011-03-23 14:55:00,456.90000000000003
12565.0,145.92000000000002,1,80,2011-02-24 10:34:00,2011-02-24 10:34:00,145.92000000000002
12566.0,351.65,1,265,2011-09-14 14:30:00,2011-09-14 14:30:00,351.65
12567.0,11767.48,15,5308,2010-02-11 10:30:00,2011-11-17 11:02:00,784.4986666666666
12568.0,70.0,1,48,2010-03-05 09:15:00,2010-03-05 09:15:00,70.0
12569.0,4124.6900000000005,32,1801,2011-04-01 13:47:00,2011-12-07 16:24:00,128.89656250000002
12570.0,77.52,1,1,2010-01-26 17:28:00,2010-01-26 17:28:00,77.52
12571.0,519.61,2,523,2011-08-10 12:35:00,2011-10-31 10:19:00,259.805
12572.0,1020.4200000000001,2,452,2011-10-19 08:20:00,2011-12-01 09:20:00,510.21000000000004
12573.0,717.41,5,479,2010-08-31 17:25:00,2011-04-26 15:52:00,143.482
12574.0,218.45000000000002,1,61,2011-01-28 09:20:00,2011-01-28 09:20:00,218.45000000000002
12575.0,622.82,2,315,2010-07-01 09:15:00,2010-09-08 13:09:00,311.41
12576.0,2142.7200000000003,8,1494,2010-07-01 13:46:00,2011-11-04 10:11:00,267.84000000000003
12577.0,1617.1,8,1191,2009-12-03 19:31:00,2011-11-04 13:24:00,202.1375
12578.0,4642.45,4,2380,2010-09-22 11:19:00,2011-11-18 13:30:00,1160.6125
12579.0,440.42,1,285,2011-09-22 17:15:00,2011-09-22 17:15:00,440.42
12580.0,1052.9,2,569,2010-05-12 11:45:00,2011-04-07 10:24:00,526.45
12581.0,197.71,1,161,2011-10-31 08:56:00,2011-10-31 08:56:00,197.71
12582.0,1980.4,4,985,2010-05-11 09:55:00,2011-04-15 08:45:00,495.1
12583.0,13591.58,27,8535,2009-12-06 11:57:00,2011-12-07 08:07:00,503.39185185185187
12584.0,2338.15,9,416,2011-03-04 15:15:00,2011-12-06 09:35:00,259.7944444444445
12585.0,2040.1,2,1279,2010-12-23 12:58:00,2011-04-19 13:39:00,1020.05
12586.0,2062.67,4,687,2009-12-16 13:15:00,2011-11-22 16:24:00,515.6675
12587.0,144.0,1,51,2011-12-02 12:47:00,2011-12-02 12:47:00,144.0
12588.0,958.78,4,438,2010-04-21 12:22:00,2011-10-31 15:01:00,239.695
12589.0,4695.66,8,1764,2010-01-19 12:26:00,2011-11-11 10:19:00,586.9575
12590.0,9864.26,2,4283,2011-05-12 14:46:00,2011-05-12 14:52:00,4932.13
12591.0,1338.95,3,653,2010-10-27 10:42:00,2011-01-26 14:35:00,446.31666666666666
12592.0,2582.66,5,1875,2010-07-08 14:06:00,2011-09-08 15:04:00,516.5319999999999
12593.0,418.1,3,206,2011-05-05 09:29:00,2011-08-23 12:43:00,139.36666666666667
12594.0,5090.110000000001,15,2768,2010-03-03 13:51:00,2011-11-02 12:20:00,339.3406666666667
12595.0,299.02,1,271,2010-07-23 09:10:00,2010-07-23 09:10:00,299.02
12596.0,618.27,2,474,2011-04-11 13:22:00,2011-10-19 13:02:00,309.135
12597.0,3811.22,4,2236,2011-03-16 14:00:00,2011-11-20 13:33:00,952.805
12598.0,4534.09,11,2906,2010-03-01 09:58:00,2011-11-30 12:18:00,412.19
12599.0,2296.72,13,2189,2010-05-11 10:42:00,2011-11-10 13:34:00,176.67076923076922
12600.0,4967.42,21,1383,2009-12-07 13:37:00,2011-11-11 10:29:00,236.54380952380953
12601.0,681.26,6,290,2010-10-31 10:57:00,2011-06-03 10:17:00,113.54333333333334
12602.0,153.12,1,162,2011-10-12 11:22:00,2011-10-12 11:22:00,153.12
12603.0,739.1999999999999,1,63,2011-11-18 10:42:00,2011-11-18 10:42:00,739.1999999999999
12604.0,254.18,2,201,2011-03-23 12:06:00,2011-09-21 14:08:00,127.09
12605.0,1232.95,4,929,2010-09-07 14:21:00,2010-11-28 14:18:00,308.2375
12606.0,21.0,1,1,2010-01-26 16:23:00,2010-01-26 16:23:00,21.0
12607.0,1579.51,1,1228,2011-10-10 16:06:00,2011-10-10 16:06:00,1579.51
12608.0,415.79,1,323,2010-10-31 10:49:00,2010-10-31 10:49:00,415.79
12609.0,3435.86,9,1553,2009-12-20 13:30:00,2011-09-22 16:34:00,381.76222222222225
12610.0,2099.54,5,1049,2011-08-05 13:52:00,2011-11-17 09:34:00,419.908
12611.0,1193.32,1,846,2011-10-18 13:12:00,2011-10-18 13:12:00,1193.32
12612.0,704.04,1,262,2011-09-26 15:35:00,2011-09-26 15:35:00,704.04
12613.0,6817.37,10,4157,2009-12-14 13:10:00,2011-10-13 14:59:00,681.737
12614.0,315.6,1,76,2011-03-07 10:22:00,2011-03-07 10:22:00,315.6
12615.0,5740.9800000000005,8,3317,2010-03-18 14:09:00,2011-12-07 15:02:00,717.6225000000001
12616.0,1131.1,3,498,2010-11-16 11:38:00,2011-09-05 15:17:00,377.0333333333333
12617.0,352.98,1,210,2011-11-10 14:39:00,2011-11-10 14:39:00,352.98
12618.0,177.31,1,96,2011-11-18 11:10:00,2011-11-18 11:10:00,177.31
12619.0,3781.38,10,3518,2010-05-28 12:52:00,2011-11-23 14:52:00,378.13800000000003
12620.0,1339.41,3,1181,2011-05-19 12:10:00,2011-11-25 10:20:00,446.47
12621.0,24311.2,35,13706,2010-02-09 12:01:00,2011-12-08 11:25:00,694.6057142857143
12622.0,180.1,1,69,2011-04-21 16:39:00,2011-04-21 16:39:00,180.1
12623.0,3747.84,7,1971,2010-01-12 11:45:00,2011-03-08 13:50:00,535.4057142857143
12624.0,641.13,2,355,2011-06-15 12:34:00,2011-08-25 15:04:00,320.565
12625.0,5164.88,4,3309,2010-04-22 11:33:00,2011-05-12 09:54:00,1291.22
12626.0,6620.4800000000005,9,3453,2011-01-17 11:01:00,2011-11-16 16:06:00,735.6088888888889
12627.0,4478.53,7,2752,2011-07-22 13:59:00,2011-11-29 12:07:00,639.79
12628.0,786.46,3,448,2011-10-06 09:28:00,2011-12-05 13:15:00,262.15333333333336
12629.0,1558.22,2,722,2010-10-12 16:40:00,2010-11-19 09:18:00,779.11
12630.0,1270.88,2,548,2011-10-27 10:41:00,2011-11-30 10:48:00,635.44
12631.0,3481.57,6,1607,2010-01-15 14:50:00,2011-10-13 13:53:00,580.2616666666667
12632.0,804.88,2,694,2010-05-24 09:07:00,2010-07-07 09:39:00,402.44
12633.0,5678.16,7,3238,2010-07-02 11:44:00,2011-10-12 11:40:00,811.1657142857142
12634.0,490.0,2,337,2010-06-09 15:41:00,2010-06-22 10:05:00,245.0
12635.0,2930.41,4,1949,2010-09-09 10:50:00,2011-09-11 11:04:00,732.6025
12636.0,141.0,1,1,2009-12-01 09:55:00,2009-12-01 09:55:00,141.0
12637.0,8283.81,12,4257,2010-06-14 13:36:00,2011-10-03 13:46:00,690.3175
12638.0,921.49,2,663,2010-03-10 10:30:00,2011-11-06 13:11:00,460.745
12639.0,1312.3700000000001,3,631,2010-03-22 09:05:00,2011-04-15 12:48:00,437.4566666666667
12640.0,1174.58,3,311,2011-09-19 12:01:00,2011-11-16 11:52:00,391.52666666666664
12641.0,185.9,1,72,2011-08-16 13:26:00,2011-08-16 13:26:00,185.9
12642.0,1013.26,3,552,2011-08-24 09:23:00,2011-11-14 15:03:00,337.75333333333333
12643.0,8304.82,12,4665,2010-04-07 14:16:00,2011-08-03 12:56:00,692.0683333333333
12644.0,1918.49,4,1032,2010-01-14 13:02:00,2011-08-02 10:33:00,479.6225
12645.0,3539.3,8,2125,2010-02-09 10:49:00,2011-11-06 12:38:00,442.4125
12646.0,1346.97,2,897,2011-10-21 12:52:00,2011-12-05 10:14:00,673.485
12647.0,16955.55,36,6633,2010-01-13 15:06:00,2011-11-17 12:56:00,470.98749999999995
12648.0,1112.0,4,518,2010-01-07 18:38:00,2011-07-08 11:55:00,278.0
